event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CEN3188,07/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3187,07/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Bocaranga,Bocaranga,Bocaranga,6.9833,15.6462,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
SSD2802,07/05/16,2016,1,Political violence,Battles,Armed clash,Mundari Ethnic Militia (South Sudan),,4,Military Forces of South Sudan (2011-),,1,14,,728,Eastern Africa,South Sudan,Central Equatoria,Juba,Mangalla North,Mangalla,5.2006,31.7692,1,Radio Tamazuj; Sudan Tribune,National-International,Mundari militia who oppose new borders attack soldiers in Mangala who had raised the new flag for Jubek State. 3 soldiers and a woman killed.,4,,1663034106
SSD2799,06/05/16,2016,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Mayom,Mankien,Bilthiang,9.131,29.3825,1,Sudan Tribune,International,Clashes between military and SPLA/M-IO group commanded by Peter Tang in Bilthiang in Mayom. 11 killed. Rebels deny clashes took place.,11,,1583194179
CEN3185,06/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Bocaranga,Bocaranga,Bocaranga,6.9833,15.6462,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3186,06/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
SSD2800,06/05/16,2016,1,Political violence,Battles,Armed clash,Mundari Ethnic Militia (South Sudan),,4,Military Forces of South Sudan (2011-),,1,14,,728,Eastern Africa,South Sudan,Central Equatoria,Terekeka,Nyori,Kuda,5.1421,31.7129,1,Radio Tamazuj,National,"On 6 May 2016, Mundari militia attacked SPLA at Koda/Kuda (Terekeka county, Central Equatoria state), and captured one soldier. There is no further information.",0,,1659383489
CEN3184,05/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3183,05/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Bocaranga,Bocaranga,Bocaranga,6.9833,15.6462,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3179,04/05/16,2016,2,Political violence,Battles,Armed clash,Anti-Balaka,,3,Fulani Ethnic Militia (Central African Republic),Pastoralists (Central African Republic),4,34,,140,Middle Africa,Central African Republic,Nana-Mambere,Bouar,Niem-Yelewa,Groupement Yelewa,6.4192,15.2696,1,RCA (Central African Republic),National,Anti-Balaka and armed Fulani clashed near the town of Yelewa. The reasons for the clash were not clear. No casualties were reported.,0,,1622068189
CEN3181,04/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3180,04/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Bocaranga,Bocaranga,Bocaranga,6.9833,15.6462,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3177,03/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3176,03/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Bocaranga,Bocaranga,Bocaranga,6.9833,15.6462,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
MLI1190,03/05/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020),,8,38,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,PANAPRESS,International,Two MINUSMA soldiers injured in ambush on Hombori-Gossi route. Vehicles stolen.,0,,1626129974
BUR5639,03/05/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,3,33,,108,Eastern Africa,Burundi,Bujumbura Mairie,Muha,,Gitaramuka,-3.4704,29.3664,1,Undisclosed Source,Local partner-Other,Imbonerakure injured by gunfire in Gitaramuka.,0,,1644886952
SSD2796,03/05/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Military Forces of South Sudan (2011-),,1,13,,728,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8551,31.5799,2,Radio Tamazuj,National,Unknown group ambush commercial vehicle carrying soldiers in Kormakuach along Juba-Bor road. 2 soldiers killed.,2,,1649110875
CEN3174,02/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Bocaranga,Bocaranga,Bocaranga,6.9833,15.6462,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3175,02/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3172,01/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Bocaranga,Bocaranga,Bocaranga,6.9833,15.6462,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
CEN3173,01/05/16,2016,1,Political violence,Battles,Armed clash,Bocaranga Communal Militia (Central African Republic),,4,Koui Communal Militia (Central African Republic),,4,44,,140,Middle Africa,Central African Republic,Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,Xinhua,International,"According to the UN OCHA, Over 10,000 people have been displaced in week-long clashes between unidentified rival armed groups in the Koui and Bocaranga areas. Attacks against civilians have also occurred in the area. No specific casualties were reported.",0,,1622068189
SSD2791,29/04/16,2016,1,Political violence,Battles,Armed clash,Mutiny of Military Forces of South Sudan (2011-),,1,Military Forces of South Sudan (2011-),,1,11,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raja,Ere,Kit Kit,9.6149,25.5289,1,Radio Tamazuj,National,"On 29 April 2016, SPLA soldiers fired upon the office of their General at Kit Kit (Raja county, Western Bahr el Ghazal state), for unclear reasons. At least three soldiers were killed and a general was wounded; three soldiers have been arrested.",3,,1652126674
SSD2787,27/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Military Forces of South Sudan (2011-),,1,13,,728,Eastern Africa,South Sudan,Northern Bahr el Ghazal,Aweil East,Baac,Malualkon,9.0157,27.6265,2,Sudan Tribune; Radio Tamazuj,National-International,"Unknown group clashes with military in Rumaker north of Aweil East. Unknown number killed, several soldiers injured.",10,,1649110870
SSD2788,27/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Communal Militia (South Sudan),,4,Unidentified Armed Group (South Sudan),,3,34,,728,Eastern Africa,South Sudan,Unity,Rubkona,Bentiu,Bentiu,9.2515,29.7953,1,Radio Tamazuj,National,At least 1 killed in clashes between cattle raiders and local armed groups near UN base in Bentiu.,1,,1649110878
SSD2786,26/04/16,2016,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,Military Forces of South Sudan (2011-),,1,11,,728,Eastern Africa,South Sudan,Unity,Mayendit,Bor,Mayendit,8.1356,30.0045,1,Radio Tamazuj,National,2 SPLA officer killed each other in an exchange of fire in Mayendit County.,2,,1649110878
SSD2783,25/04/16,2016,2,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Northern Bahr el Ghazal,Aweil North,Malual East,Malwal Dit,9.0662,27.3248,1,Radio Dabanga,International,"SPLM/A-IO fighters attack soldiers in Malwal, Northern Bahr el Ghazal. Unknown number of soldiers killed.",10,,1646092670
SSD2784,25/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Military Forces of South Sudan (2011-),,1,13,,728,Eastern Africa,South Sudan,Central Equatoria,Yei,Yei,Yei,4.0947,30.6772,1,Radio Tamazuj,National,Soldier shot and killed by unknown gunmen at military base in Yei.,1,,1649110875
MLI1186,23/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-2020),,1,13,,466,Western Africa,Mali,Tombouctou,Goundam,Goundam,Goundam,16.4167,-3.6667,2,AFP,International,Two soldiers killed and one injured in an ambush.,2,,1622068189
SSD2780,22/04/16,2016,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Wau North,Wau,7.7062,27.9933,2,Radio Tamazuj,National,Clashes between military and SPLA/O-IO west of Wau. 1 soldier killed.,1,,1649110880
SSD2778,21/04/16,2016,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Raja,Uyujuku,Jabal Angunu,7.8782,25.6885,1,Radio Tamazuj,National,Clashes between military and SPLA/M-IO in Angunu (Angu Angu).,0,,1649110880
SSD2779,21/04/16,2016,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Wau North,Wau,7.7062,27.9933,2,Radio Tamazuj,National,Clashes between military and SPLA/M-IO in Bagari near Wau.,0,,1649110880
BUR5587,20/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Military Forces of Burundi (2005-),Police Forces of Burundi (2005-),1,13,,108,Eastern Africa,Burundi,Bururi,Mugamba,Muyange-Kavumu,Mugamba,-3.6664,29.5855,1,AFP,International,Two civilians killed and two wounded in crossfire between armed group and soldiers.,2,,1563903164
CEN3167,18/04/16,2016,1,Political violence,Battles,Armed clash,Anti-Balaka,,3,Police Forces of the Central African Republic (2016-),,1,13,,140,Middle Africa,Central African Republic,Ouaka,Bambari,Bambari,Bambari,5.7648,20.6542,2,RCA (Central African Republic),National,"An Anti-Balaka chief nicknamed Fally was killed during a clash with police around the Bambari-Kouango axis, a few kilometres from Bambari.",1,,1622068189
SSD2774,18/04/16,2016,1,Political violence,Battles,Armed clash,Murle Ethnic Militia (South Sudan),,4,Military Forces of South Sudan (2011-),Police Forces of South Sudan (2011-),1,14,,728,Eastern Africa,South Sudan,Jonglei,Bor South,Bor,Bor,6.2089,31.5586,2,Sudan Tribune,International,"Military and police ambush Murle militia who had abducted children, exchanged fire. 2 abducted children were rescued. 2 Murle killed.",2,,1626735455
BUR5573,17/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Police Forces of Burundi (2005-),,1,13,,108,Eastern Africa,Burundi,Bujumbura Mairie,Muha,Muha,Muha,-3.3953,29.3489,2,Xinhua,International,Exchange of fire between police and armed men; no damage reported.,0,,1618526884
CEN3165,17/04/16,2016,1,Political violence,Battles,Armed clash,Agoumar Communal Militia (Central African Republic),,4,MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-),Military Forces of Morocco (1999-),8,48,,140,Middle Africa,Central African Republic,Mbomou,Rafai,Rafai,Agoumar,4.994,23.917,1,AFP; RCA (Central African Republic),National-International,"After a communal group in Agoumar captured an LRA member, MINUSCA forces intervened when community members attempted to kill the rebel. This led to a clash, leading to at least 1 Moroccan peacekeeper and 1 civilian seriously injured. Both of those injured later died.",2,,1622068189
CEN3163,17/04/16,2016,1,Political violence,Battles,Armed clash,LRA: Lords Resistance Army,,2,Agoumar Communal Militia (Central African Republic),,4,24,,140,Middle Africa,Central African Republic,Mbomou,Rafai,Rafai,Agoumar,4.994,23.917,1,RCA (Central African Republic),National,"5 people were abducted by LRA rebels during an attack on the village of Agoumar in the Rafai area. The villagers reportedly fought back, injuring and capturing one LRA fighter.",0,,1622068189
BUR5569,17/04/16,2016,1,Political violence,Battles,Armed clash,Police Forces of Burundi (2005-),,1,Unidentified Armed Group (Burundi),,3,13,,108,Eastern Africa,Burundi,Bujumbura Mairie,Muha,,Musaga,-3.4158,29.3747,1,Undisclosed Source,Local partner-Other,"Group throws grenades at a bar, police exchange fire with group. 11 arrested.",0,,1644886952
SSD2773,17/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Unidentified Communal Militia (South Sudan),,4,34,,728,Eastern Africa,South Sudan,Jonglei,Twic East,Pakeer,Pakayr,6.8322,31.3249,2,Radio Tamazuj,National,"On 17 April 2016, at least 1 killed, 5 injured when vigilante militia clashed with cattle raiders near Pakayr.",1,,1649110877
SSD2769,16/04/16,2016,1,Political violence,Battles,Armed clash,Murle Ethnic Militia (South Sudan),,4,Military Forces of South Sudan (2011-),Police Forces of South Sudan (2011-),1,14,,728,Eastern Africa,South Sudan,Jonglei,Bor South,Jalle,Jalle,6.6715,31.4775,1,Sudan Tribune,International,Murle militia clash with military and police in Jalle after Murle had stolen cattle. 4 wounded.,0,,1633382058
SSD2770,16/04/16,2016,1,Political violence,Battles,Armed clash,Murle Ethnic Militia (South Sudan),,4,Military Forces of South Sudan (2011-),,1,14,,728,Eastern Africa,South Sudan,Jonglei,Bor South,Kolnyang,Kolnyang,6.1375,31.7319,2,Sudan Tribune,International,Clashes between military and Murle who had abducted a boy near Kolynang. One soldier wounded.,0,,1639444373
SSD2771,16/04/16,2016,1,Political violence,Battles,Armed clash,Kuei-Agar Sub-Clan Militia (South Sudan),Pakam-Agar Sub-Clan Militia (South Sudan); Dinka Ethnic Militia (South Sudan),4,Ruop-Agar Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,44,,728,Eastern Africa,South Sudan,Lakes,Yirol West,Aluak-Luak,Marial Bek,6.4787,30.0375,2,Radio Miraya; Radio Tamazuj,National,"On 16 April 2016, the Kuei section of the Agar Dinka (supported by members of the Pakam section) continued to clash with the Ruop section of the Agar Dinka in the area of Marial Bek in Yirol West county (Lakes state). Around 80 people were reported to have been killed across two days of fighting (fatalities distributed across two events). The fighting related to a land dispute.",40,,1676926708
CEN3160,15/04/16,2016,1,Political violence,Battles,Armed clash,Seleka Militia,,3,Kaga-Bandoro Communal Militia (Central African Republic),,4,34,,140,Middle Africa,Central African Republic,Nana-Grebizi,Kaga-Bandoro,Kaga-Bandoro,Kaga-Bandoro,6.9904,19.1915,1,RCA (Central African Republic),National,2 people were killed during a clash between former Seleka militiamen and a youth group who live near a cattle camp a few km from Kaga Bandoro. The dispute was related to cattle transportation activities.,2,,1622068189
SSD2767,15/04/16,2016,1,Political violence,Battles,Armed clash,Kuei-Agar Sub-Clan Militia (South Sudan),Pakam-Agar Sub-Clan Militia (South Sudan); Dinka Ethnic Militia (South Sudan),4,Ruop-Agar Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,44,,728,Eastern Africa,South Sudan,Lakes,Yirol West,Aluak-Luak,Marial Bek,6.4787,30.0375,2,Radio Miraya; Radio Tamazuj,National,"On 15 April 2016, the Kuei section of the Agar Dinka (supported by members of the Pakam section) clashed with the Ruop section of the Agar Dinka in the area of Marial Bek in Yirol West county (Lakes state). Around 80 people were reported to have been killed across two days of fighting (fatalities distributed across two events). The fighting related to a land dispute.",40,,1676926708
SSD2765,14/04/16,2016,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Unity,Mayom,Kuerbuone,Mayom,9.2264,29.1671,2,Sudan Tribune,International,Clashes between military and SPLA/M-IO in Mayom County following military intervention the day before in cattle raiding clashes between SPLA/M-IO and communal militia.,0,,1614639426
SSD2766,14/04/16,2016,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Unity,Rubkona,Rubkona,Rubkona,9.2916,29.7893,2,Sudan Tribune,International,"Clashes between military and SPLA/M-IO in Rubkona county, in areas of Turkiel, Waak and Manluo.",0,,1627939370
SSD2764,13/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Communal Militia (South Sudan),,4,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,Military Forces of South Sudan (2011-),2,24,,728,Eastern Africa,South Sudan,Unity,Mayom,Kuerbuone,Mayom,9.2264,29.1671,2,Sudan Tribune,International,"Clashes over cattle raiding between SPLA/M-IO and comunal militia in Riak, Tuoch-luak, Wangkel and Wichok in Mayom County west of Bentiu. Military soldiers intervened. 10 killed including 4 soldiers.",10,,1614639426
MLI1180,13/04/16,2016,1,Political violence,Battles,Armed clash,Katiba Macina,,2,Military Forces of Mali (2013-2020),,1,12,,466,Western Africa,Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,1,AFP; International Crisis Group,Other-International,"Army repelled an attack, killing one and arresting five.",1,,1622068189
SSD2763,13/04/16,2016,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,,728,Eastern Africa,South Sudan,Unity,Rubkona,Rubkona,Rubkona,9.2916,29.7893,2,Sudan Tribune,International,"Clashes between military and SPLA/M-IO in Rubkona county, in areas of Turkiel, Waak and Manluo.",0,,1627939370
BUR5541,11/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Police Forces of Burundi (2005-),,1,13,,108,Eastern Africa,Burundi,Ruyigi,Gisuru,Iyogero,Munyinya,-3.5133,30.4604,1,SOS Medias,New media,"After attack on a market, security forces battled with gunmen for several hours. Five suspects arrested.",0,,1571164641
BUR5534,11/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Police Forces of Burundi (2005-),,1,13,,108,Eastern Africa,Burundi,Bujumbura Mairie,Muha,,Musaga,-3.4158,29.3747,1,IWACU,National,Grenades and automatic weapons heard in a firefight with police. Several arrested.,0,,1644886950
SSD2758,11/04/16,2016,2,Political violence,Battles,Armed clash,Jie Ethnic Militia (South Sudan),,4,Murle Ethnic Militia (South Sudan),,4,44,,728,Eastern Africa,South Sudan,Jonglei,Pibor,Boma,Boma,6.1811,34.3916,1,Radio Tamazuj,National,Clashes between Murle and Jie militia in Boma.,0,,1649110876
MLI1178,10/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020),,8,38,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Bambara Maoude,Bambara Maoude,15.851,-2.7861,2,PANAPRESS,International,"Armed men attacked a convoy of seven MINUSUMA vehicles in the Timbuktu region, injuring three drivers and burning three vehicles.",0,,1626129974
SSD2753,08/04/16,2016,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Wau North,Wau,7.7062,27.9933,1,Radio Tamazuj,National,Clashes between military and SPLM/A-IO in Wau from Apr 6-8. Heavy casualties on both sides.,10,,1649110880
SSD2750,07/04/16,2016,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Wau North,Wau,7.7062,27.9933,1,Radio Tamazuj,National,Clashes between military and SPLM/A-IO in Wau from Apr 6-8. Heavy casualties on both sides.,10,,1649110880
SSD2749,07/04/16,2016,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Equatoria,Mundri West,Mundri,Mundri,5.3457,30.3208,1,Radio Tamazuj,National,Clashes between military and SPLM/A-IO in Mundri.,0,,1649110880
BUR5516,06/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Military Forces of Burundi (2005-),,1,13,,108,Eastern Africa,Burundi,Bujumbura Rural,Mutimbuzi,Rubirizi,Carama,-3.3071,29.3813,1,Undisclosed Source,Local partner-Other,Body of a soldier found dead in Carama.,1,,1571260140
SSD2744,06/04/16,2016,2,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Beselia,Mboro,7.6501,27.7201,2,Radio Tamazuj,National,Clashes between military and SPLM/A-IO between Loko Loko and Mboro around Apr 6. Buildings destroyed. Several soldiers injured.,0,,1649110880
SSD2746,06/04/16,2016,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Wau North,Wau,7.7062,27.9933,1,Radio Tamazuj,National,Clashes between military and SPLM/A-IO in Wau from Apr 6-8. Heavy casualties on both sides.,10,,1649110880
SSD2745,06/04/16,2016,2,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Equatoria,Mvolo,Mvolo,Mvolo,6.06,29.9524,1,Radio Tamazuj,National,Clashes between military and SPLM/A-IO in Mvolo around Apr 6.,0,,1649110881
SSD2747,06/04/16,2016,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Equatoria,Mvolo,Yeri,Yeri,5.7828,30.105,1,Radio Tamazuj,National,Clashes between military and SPLM/A-IO in Yeri on Apr 5 and 6.,0,,1649110881
SSD2742,05/04/16,2016,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Equatoria,Mvolo,Yeri,Yeri,5.7828,30.105,1,Radio Tamazuj,National,Clashes between military and SPLM/A-IO in Yeri on Apr 5 and 6.,0,,1649110881
SSD2738,04/04/16,2016,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Unity,Rubkona,Bentiu,Bentiu,9.2515,29.7953,2,Sudan Tribune; Radio Tamazuj,National-International,SPLA/M-IO under command of Col Both Riah and Gatluak Wal Yoh clash with military near Bentiu. 2 soldiers killed.,2,,1649110870
SSD2739,04/04/16,2016,1,Political violence,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,,728,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Wau North,Wau,7.7062,27.9933,2,Sudan Tribune; Radio Tamazuj,National-International,Clashes between SPLA/M-IO and military in Wau County between Busari and Kurkunda and in Angu Bagari.,0,,1649110870
BUR5500,03/04/16,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Burundi),,3,Police Forces of Burundi (2005-),,1,13,,108,Eastern Africa,Burundi,Rumonge,Burambi,Buyenzi,Burambi,-3.7995,29.441,1,Xinhua,International,Gunmen attack a police post in order to prevent security forces from intervening in a simultaneous attack against a bar frequented by off-duty policemen.,0,,1611613363
